HOMD.org Taxon Data::Site/Status Filter applied Date: 2022-08-12
HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
111	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	micra	Named	Oral	0	ATCC 33270	AF385543 | AF385559				Diplococcus glycinophilus | Micromonas micros | Peptococcus glycinophilus | Peptostreptococcus micros | Streptococcus anaerobius | Streptococcus micros	33033	103	431	4480	SEQF1029	This species is known to be heterogeneous with micro-variation among 16S rRNA sequences including between operons within strains and phenotypic variation including colonial appearance [1].	Colonies on horse blood agar are around 1 mm in diameter circular entire opaque white or translucent gray and may be smooth or rough after 4 days anaerobic incubation.	Small (0.3 -0.7 micron diameter) Gram-positive cocci occurring in pairs and short chains [2]. Obligate anaerobe. Strains are asaccharolytic and the end-products of metabolism are primarily acetate with small amounts of lactate and sometimes succinate produced. The mol % G+C content of the DNA is 27-28.	Parvimonas micra is a commonly found oral species and is isolated from dental plaque and the tongue in health and a variety of oral disease associated microbiota including periodontitis endodontic and dentoalveolar infections pericoronitis and advanced dental caries.	Has been isolated from most types of oral infection. Is a particularly frequent isolate from acute dentoalveolar infections where it is often a member of the 15-20 species consortium associated with the condition. Has also been isolated from clinical specimens obtained from infections at other body sites primarily soft-tissue abscesses and bite wounds. These are primarily at sites above the diaphragm suggesting that the mouth is the primary habitat.	
112	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	stomatis	Named	Oral	0		AF287763 | DQ160208				Oral Clone CK035 | Oral Strain TFI A21H2	341694	7	345	3186	SEQF1393						
113	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilaceae_[G-1]	bacterium_HMT_113	Unnamed	Oral	0		AF287766				Oral Clone DA014	1570339	0	0	0	SEQF2443						
114	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	granulosum	Named	Unassigned	0						Corynebacterium granulosum | Propionibacterium granulosum	33011	0	0	0	SEQF2902						
115	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	marcescens	Named	Unassigned	0							615	0	0	0	SEQF2889						
116	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	capitis	Named	Unassigned	0							29388	0	0	0	SEQF2881						
117	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	cohnii	Named	Unassigned	0							29382	0	0	0	SEQF2860						
118	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	invisus	Named	Oral	0		AF287787 | AF287788				Oral Clone BS095 | Oral Strain GBA27	218538	24	494	3724	SEQF1103						
119	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	sp._HMT_119	Phylotype	Oral	0		AF287786 | AF481210				Oral Clone BS016 | Oral Clone MCE7_134	712261	0	15	0							
120	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	Named	Unassigned	0							1283	0	0	0	SEQF2892						
121	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	geminatus	Named	Oral	0		AF287783				Oral Clone BB166	156456	3	378	4290	SEQF1880						
122	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	micronuciformis	Named	Oral	0		AF385566 | AY278622				Oral Clone BU057 | Oral Strain P4A_FAAD16	187326	2	253	3539	SEQF1685						
123	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Colibacter	massiliensis	Phylotype	Oral	0		AF287784				Oral Clone CS025	712374	0	43	0							
124	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	artemidis	Named	Oral	0		AF287797					671224	5	269	5483	SEQF1697 | SEQF2584						
125	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	flueggei	Named	Oral	0		AF287803 | AF287804				Oral Clone AH132	135080	3	80	4118	SEQF1616						
126	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_126	Unnamed	Oral	0		AF287800 | AF385576				Oral Clone AJ036 | Oral Clone EY047	712528	0	14	0	SEQF2805						
127	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	hominis	Named	Unassigned	0							1290	0	0	0	SEQF2901						
128	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	lugdunensis	Named	Unassigned	0							28035	0	0	0	SEQF2909						
129	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_129	Lost	Oral	0		To be submitted				Oral Clone AU096 | Oral Strain TFI FNA3	31977	0	0	0							
130	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	noxia	Named	Oral	0		AF287798 | AF287799 | AF385495					135083	25	523	7495	SEQF1593 | SEQF1690						
131	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	sp._HMT_131	Unnamed	Oral	0		AF287795 | AY278627				Oral Clone C5AKM062 | Oral Clone CS002	1321780	0	86	4615	SEQF2446						
132	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_132	Phylotype	Oral	0		AF287791				Oral Clone CS015	31977	0	0	0							
133	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_133	Unnamed	Oral	0		AF287796				Oral Clone CS024	712529	0	10	0	SEQF1890						
134	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_134	Phylotype	Oral	0		AF287794				Oral Clone DD020	712530	0	11	0							
135	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_135	Phylotype	Oral	0		AF287790				Oral Clone DM071	31977	0	0	0							
136	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_136	Unnamed	Oral	0		AF385514				Oral Clone DO042	713030	0	3	0	SEQF3060						
137	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_137	Unnamed	Oral	0		AF366273				Oral Clone DS051	712531	0	52	4150	SEQF1858						
138	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_138	Unnamed	Oral	0		AF366274				Oral Clone DS071	712532	0	207	4694	SEQF1951						
139	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	dianae	Named	Oral	0		AF287801 | AF385492 | AF385501				Oral Clone DY027 | Oral Clone EW076 | Oral Clone Z048	135079	3	108	0							
141	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	pasteuri	Named	Unassigned	0							45972	0	0	0	SEQF2849						
142	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	pettenkoferi	Named	Unassigned	0							170573	0	0	0	SEQF2895						
145	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_145	Phylotype	Oral	0		AF385502				Oral Clone EW079	31977	0	0	0		N/A	This organism is know from the sequence of clones from human oral 16S rRNA libraries.  An isolate has not yet been identified for this taxon. Therefore it is as yet uncultivated.				
146	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_146	Lost	Oral	0		AF385503				Oral Clone EW084	712534	0	7	0							
148	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_148	Phylotype	Unassigned	0	None--not yet cultivated	AF385578				Oral Clones EZ011	31977	0	0	0							
149	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_149	Unnamed	Oral	0		AY349403				Oral Clone FT050	712535	0	139	4692	SEQF1914						
150	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_150	Phylotype	Oral	0		AY207052				Oral Clone K024 | Oral Clone P2PA_80	31977	0	0	0							
151	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sputigena	Named	Oral	0		AF287793				Spirillum sputigenum | Vibrio sputigenus	69823	43	404	10310	SEQF1598						
152	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	thermophilus	Named	Unassigned	0							1308	0	0	0	SEQF2891						
153	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	aerogenes	Named	Unassigned	0							548	0	0	0	SEQF2847						
154	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	lincolnii	Named	Nasal	0							90241	0	0	0	SEQF2870						
155	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_155	Lost	Oral	0		AF287789 | AY278628				Oral Strain GAA14 [2] | Selenomonas genomosp. C2 [1]	31977	0	0	0							
158	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	rogosae	Named	Oral	0	CCUG 54233 | CF100 | DSM 18960	EF108443 | GQ422725				Oral Clone BI029 | Oral Strain F0412 | Veillonella sp. oral taxon 158	423477	5	12	4	SEQF1698	<EM>Veillonella</EM> sp. oral taxon 158 strain F0412 was identified as <EM>Veillonella rogosae</EM> through 99.9% similarity of the <EM>rpoB</EM> gene to that of the type strain CF100.  16S rRNA genes also agree but Beighton's six 16S rRNA <EM>V. rogosae </EM>reference sequences are unfortunately short and un-informative.  The genome for strain F0412 available as AENU00000000.  The genome link above may be unavailable until the genome sequence is renamed from <EM>Veillonella</EM> sp. oral taxon 158 to <EM>Veillonella rogosae</EM> at NCBI.  (11/01/2012)					
160	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	dispar	Named	Oral	0		X84006				Veillonella alcalescens	39778	47	1520	6507	SEQF1159 | SEQF2633						
161	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	parvula	Named	Oral	0	ATCC 10790	AF287781 | AF287782 | AF366266 | X84005				Micrococcus gazogenes | Micrococcus lactilyticus | Staphylococcus parvulus | Veillonella alcalescens | Veillonella gazogenes	29466	235	2501	15254	SEQF1496 | SEQF2244 | SEQF2364 | SEQF2564	Type species of the genus.  Phylogentically indistinguishable to V. dispar.	Nonhemolytic on Blood agar.  Distinctive colony (1-3 mm) morphology e.g. lens- diamond- or heart-shaped when grown on lactate agar media.   Smooth entire and grayish white in appearance. [7]	Anaerobic Gram negative coccus (~0.4 um in diameter) usually in pairs.    Lactate pyruvate malate fumarate and oxaloacetate can be fermented however carbohydrates are not.   CO<SUB>2 </SUB>is required for growth.  Lactate is fermented to acetate propionate CO<SUB>2</SUB> and H<SUB>2<SUP>. </SUP></SUB>G+C content is38 to 41 mol%.[7]Phylogenetically similar to V. dispar however V. parvula is catalase negative whereas V. dispar is catalase positive.  They can also be differentiated serologically and by DNA/DNA homology (28%).Resistant to streptomycin and vancomycin which can be used in media for selective enrichment of species of Veillonella.	Commonly detected in the human oral cavity and intestinal tract.  Prevalent on all oral surfaces [4] and in supragingival and subgingival plaque [456]	Veillonella parvula tend to be more prevalent in sites without disease however it has been associated with discitis [3] tonsillitis spinal osteomyelitis sepsis endodontic lesions [1] and coronary heart disease [2]	
163	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-7]	bacterium_HMT_163	Phylotype	Oral	0		AF287769				Oral Clone AH153	186803	0	0	0							
164	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	sp._HMT_164	Phylotype	Oral	0		AF385556				Oral Clone BR063	712233	0	10	0							
165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	morbi	Named	Oral	0		AF385577 | DQ003629 | X87151				Oral Clone EZ006 | Oral Clone MB5_P12	43997	5	140	6556	SEQF1596						
166	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Johnsonella	sp._HMT_166	Phylotype	Oral	0		AF287774				Oral Clone CK051	712318	0	11	0							
167	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	sp._HMT_167	Lost	Oral	0		AF481224				Oral Clone MCE10_265 | Oral StrainsGEA8	671215	0	18	0							
168	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	sp._HMT_168	Phylotype	Oral	0		AF287780				Oral Clone I070	712426	0	2	0							
169	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_169	Unnamed	Oral	0		AF287747				Oral Clone AG004	712116	0	61	0	SEQF3180						
170	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_170	Unnamed	Oral	0		AF287749				Oral Clone AP064	712117	0	290	6014	SEQF1849						
171	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_171	Unnamed	Oral	0		AF385553 | AY349367				Oral Clone BL008 | Oral Clone JA063 | Oral Strain W5536	706438	0	1216	6226	SEQF1693 | SEQF3095						
172	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	sp._HMT_172	Unnamed	Oral	0		AF385504 | AF385505				Actinomyces sp. HMT-172 | Oral Clone CT047 | Oral Clone CT068	712118	0	738	4660	SEQF2430						
173	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Lawsonellaceae	Lawsonella	clevelandensis	Named	Skin	0							1528099	0	0	0	SEQF2877						
174	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseriaceae_[G-1]	bacterium_HMT_174	Phylotype	Nasal	0							481	0	0	0							
175	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_175	Unnamed	Oral	0		AY008314				Oral Clone EP005	712119	0	69	5028	SEQF1848						
176	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	naeslundii	Named	Oral	0	ATCC 12104 | JCM 8349 | NCTC 10301	AB618790				Oral Clone EP011	1655	543	979	6152	SEQF2386	The Oral phylotypes 169 170 171 175 176 and 688 cluster together and all are probably members of the species <EM>Actinomyces naeslundii </EM>(a fuzzy group).<EM>  </EM>At this time the Dewhirst laboratory has not examined whether strains classified as <EM>A. naeslundii </EM>genospecies 1 or 2 fall consistently into particular phylotypes in this cluster.  The taxonomy of this group is is discussed in the references [1-3].  Over the next year we will be sequencing a number of actinomyces strains from the Moores' collection and should be able to clarify these issues.There is a vast literature on <EM>Actinomyces naeslundii</EM> which we will not attempt to review here.	Easily cultivatedMoores' Collection included 34 isolates	Gram positive non-motile bacillusFacultative anaerobe	Common member of dental plaque	Appears to contribute to periodontal disease.  Can be invasive and cause actinomycotic infections throughout the body.	
178	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	sp._HMT_178	Unnamed	Oral	0		AF287750				Actinomyces sp. HMT-178 | Oral Strain TFI B27SC	710238	0	442	4691	SEQF1666						
179	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	timonensis	Named	Oral	0		AF287748				OralsStrain TFI B19SC	1288391	2	52	2116	SEQF2594						
180	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	sp._HMT_180	Unnamed	Oral	0		AF287751 | AF385522				Actinomyces sp. HMT-180 | Oral Strain TFI C29KA | Oral Strain TFI Hal-1083	651609	0	82	4105	SEQF1647						
181	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	lingnae	Named	Oral	0	CCUG 32865	AF385522				Previously Actinomyces lingnae	114702	0	75	3307	SEQF1948	Name not validly published.					
182	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	flavithermus	Named	Unassigned	0							33934	0	0	0	SEQF2850						
183	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Peptidiphaga	sp._HMT_183	Unnamed	Oral	0		AY008311 | AY207066				Oral Clone EL030 | Oral Strain P2P_19	712888	0	286	4640	SEQF2310						
184	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	tuscaniense	Named	Unassigned	0	ATCC BBA-1141	AF287754				Oral Strain TFI A43SC	302449	0	0	0	SEQF2784						
185	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	ginsengisoli	Named	Unassigned	0	DSM 18659	AF385527				Oral Clone AV005b	400772	0	2	0	SEQF2785						
186	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	flavescens	Named	Unassigned	0	ATCC 13348	AF287752				Oral Strain TFI C24KA	69366	0	30	5239	SEQF1971						
187	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp._HMT_187	Unnamed	Unassigned	0							162289	0	0	0	SEQF2963						
188	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	aeria	Named	Oral	0		Y13025				Oral Clone AP005 | Oral Strain TFI-B37KA | Oral Strain TFI-F0184	172042	14	284	9219	SEQF1688 | SEQF1901						
189	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	atrinae	Phylotype	Unassigned	0		AF385532				Oral Clone AW006	712329	0	2	0							
190	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Arsenicicoccus	bolidensis	Named	Unassigned	0	CCUG 47306	AF287753				Oral Strain TFI-B46KS	229480	0	0	0	SEQF2746						
191	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	acidifaciens	Named	Oral	0		AF287756				Oral Strain TFI-FMA5	1410036	4	1014	7138	SEQF1851 | SEQF2583						
192	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_[G-2]	bacterium_HMT_192	Unnamed	Unassigned	0		To be submitted				Oral Strain TFI-C03KA	31957	0	22	5040	SEQF1972						
193	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	sp._HMT_193	Unnamed	Unassigned	0		To be submitted				Oral Strain TFI-MetC3	671223	0	2	0	SEQF2808						
194	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	rubra	Named	Oral	0		AF287757				Oral Clone BN085	712503	0	1	0	SEQF3708						
195	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Scardovia	wiggsiae	Named	Oral	0		AF287758 | AY278626				Oral Clone CX010 | Oral Strain KCL-W5934 | Oral Strain TFI-A32ED | Scardovia ge	230143	4	31	2717	SEQF1853						
196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_[F-1]	Enhydrobacter	aerosaccus	Named	Unassigned	0							225324	0	0	0	SEQF2845						
197	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	rhizophila	Named	Unassigned	0							72000	0	0	0	SEQF2871						
198	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	omnicolens	Named	Oral	0	CCUG 31649	NR_042583				Oral Strain TFI-Hal-H6-M4	419015	6	191	4347	SEQF2451 | SEQF2547						
199	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	sp._HMT_199	Unnamed	Oral	0		AF287760				Oral Clone C019	712156	0	12	2934	SEQF1949						
200	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	Named	Oral	0		AF287805 | AF287806 | AF287810 | NZ_AABF02000026				Oral Clone AJ050 | Oral Clone CZ006 | Oral Clone R002	155615	5	1629	12658	SEQF1076 | SEQF2818 | SEQF2819 | SEQF2820 | SEQF2980	<STRONG>Note:</STRONG> This cluster of sequences includes the sequence for the type strain of <EM>Fusobacterium naviforme. </EM>The taxonomy and phylogeny of the <EM>Fusobacterium nucleatum </EM>subspecies and related <EM>Fusobacterium periodontium</EM> and <EM>Fusobacterium naviforme</EM> is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid <EM>Fusobacterium nucleatum </EM>subspecies.					
201	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum	Named	Oral	0		AF432130 | X55405				Oral Clone BS011	860	28	1380	18876	SEQF1160 | SEQF2406 | SEQF2529 | SEQF2555	<STRONG>Note:</STRONG> The taxonomy and phylogeny of the <EM>Fusobacterium nucleatum </EM>subspecies and related <EM>Fusobacterium periodontium</EM> and <EM>Fusobacterium naviforme</EM> is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid <EM>Fusobacterium nucleatum </EM>subspecies.					
