,phylum,class,order,family,genus,species
2768069,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces xanthii
1725411,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CdTB01
1969,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis
29303,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptantibioticus,Streptantibioticus cattleyicolor
68203,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces fungicidicus
1914,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lavendulae
2838335,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
2184053,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cadmiisoli
1901,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus
1919,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces microflavus
68223,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces katrae
362257,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces vietnamensis
85006,Actinomycetota,Actinomycetes,Micrococcales,NA,NA,NA
1268,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,NA,NA
1663,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,NA
37921,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter agilis
235627,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,NA
1704044,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ERGS1:01
1849032,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. U41
415095,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. AK-1
1667,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp.
1118963,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Rue61a
1477518,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. D5-1
2774874,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. TES
37928,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter crystallopoietes
1742993,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
2647000,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
2772401,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. BIM B-2242
2590785,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502770
2697569,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter psychrotolerans
85085,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter chlorophenolicus
121292,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sulfonivorans
1742992,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,NA
37931,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens
2634190,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,NA
2735316,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter sp. YJN-5
43663,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter aurescens
57493,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA
446860,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria flava
388357,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria turfanensis
1269,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,NA
2620948,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,NA
404582,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus sp. V7
85023,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,NA,NA
33882,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA
2609290,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA
2861280,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. PAMC21962
84292,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium chocolatum
1759331,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cnuibacter,NA
1619308,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cnuibacter,Cnuibacter physcomitrellae
1573,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,NA
28447,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter michiganensis
33886,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,NA
2609250,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,NA
2609253,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. VKM Ac-2760
85017,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,NA,NA
157920,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,NA
1710,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium cellulans
85004,Actinomycetota,Actinomycetes,Bifidobacteriales,NA,NA,NA
31953,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,NA,NA
1678,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
1680,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
85010,Actinomycetota,Actinomycetes,Pseudonocardiales,NA,NA,NA
2070,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,NA,NA
1847,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
240495,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans
2037,Actinomycetota,Actinomycetes,Actinomycetales,NA,NA,NA
2049,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,NA,NA
1654,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,NA
2609248,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,NA
2081702,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 897
544580,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris
85009,Actinomycetota,Actinomycetes,Propionibacteriales,NA,NA,NA
31957,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,NA,NA
1912216,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA
1747,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
2559073,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium modestum
908620,Actinomycetota,Nitriliruptoria,NA,NA,NA,NA
908621,Actinomycetota,Nitriliruptoria,Euzebyales,NA,NA,NA
908622,Actinomycetota,Nitriliruptoria,Euzebyales,Euzebyaceae,NA,NA
908623,Actinomycetota,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,NA
1608957,Actinomycetota,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Euzebya pacifica
84998,Actinomycetota,Coriobacteriia,NA,NA,NA,NA
84999,Actinomycetota,Coriobacteriia,Coriobacteriales,NA,NA,NA
84107,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,NA,NA
102106,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA
74426,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens
1497346,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
2843198,Actinomycetota,Thermoleophilia,Miltoncostaeales,NA,NA,NA
2843199,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,NA,NA
2843200,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,NA
2843216,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,Miltoncostaea oceani
1239,Bacillota,NA,NA,NA,NA,NA
91061,Bacillota,Bacilli,NA,NA,NA,NA
186826,Bacillota,Bacilli,Lactobacillales,NA,NA,NA
1300,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,NA,NA
1301,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
1302,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii
1314,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
1311,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
2608887,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
1839799,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. FDAARGOS_192
1304,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1303,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis
1335,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus
1357,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
1366,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis
33958,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA
2767887,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,NA
1624,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius
1253,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,NA
1255,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
2767886,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,NA
1580,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis
46255,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,NA
155866,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella soli
81852,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
1350,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
1352,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
186828,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
29393,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,NA
29394,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum
1385,Bacillota,Bacilli,Bacillales,NA,NA,NA
186817,Bacillota,Bacilli,Bacillales,Bacillaceae,NA,NA
1386,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
86661,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
1428,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
653685,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
1938374,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
492670,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis
129337,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
129338,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus subterraneus
150247,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
294699,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus amylolyticus
2675231,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,NA
279826,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus foraminis
2675230,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,NA
665099,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis
289201,Bacillota,Bacilli,Bacillales,Bacillaceae,Pontibacillus,NA
2628296,Bacillota,Bacilli,Bacillales,Bacillaceae,Pontibacillus,NA
2777185,Bacillota,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus sp. ALD_SL1
90964,Bacillota,Bacilli,Bacillales,Staphylococcaceae,NA,NA
1279,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
29382,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus cohnii
1280,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
186822,Bacillota,Bacilli,Bacillales,Paenibacillaceae,NA,NA
55080,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,NA
1465,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus
44249,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
375489,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus cellulosilyticus
185978,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
2607911,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 37
1406,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa
186820,Bacillota,Bacilli,Bacillales,Listeriaceae,NA,NA
1637,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,NA
1639,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
539002,Bacillota,Bacilli,Bacillales,NA,NA,NA
539742,Bacillota,Bacilli,Bacillales,NA,NA,NA
33986,Bacillota,Bacilli,Bacillales,NA,Exiguobacterium,NA
2644629,Bacillota,Bacilli,Bacillales,NA,Exiguobacterium,NA
2051906,Bacillota,Bacilli,Bacillales,NA,Exiguobacterium,Exiguobacterium sp. N4-1P
186801,Bacillota,Clostridia,NA,NA,NA,NA
186802,Bacillota,Clostridia,Eubacteriales,NA,NA,NA
216572,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,NA,NA
459786,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,NA
2629304,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,NA
2714353,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas fastidiosa
2714358,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Pusillibacter,Pusillibacter faecalis
1263,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,NA
1264,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus albus
186804,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,NA,NA
1870884,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,NA
1496,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
1481960,Bacillota,Clostridia,Peptostreptococcales,Peptoclostridiaceae,Peptoclostridium,NA
1731,Bacillota,Clostridia,Peptostreptococcales,Peptoclostridiaceae,Peptoclostridium,Peptoclostridium acidaminophilum
186806,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,NA,NA
33951,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,NA
2638182,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,NA
2184575,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp. KB-1
31979,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,NA,NA
1485,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,NA
2614128,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,NA
1195166,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. MT351
909932,Bacillota,Negativicutes,NA,NA,NA,NA
909929,Bacillota,Negativicutes,Selenomonadales,NA,NA,NA
1843491,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,NA,NA
970,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA
2637378,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA
1884263,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp. oral taxon 920
544448,Mycoplasmatota,NA,NA,NA,NA,NA
31969,Mycoplasmatota,Mollicutes,NA,NA,NA,NA
2085,Mycoplasmatota,Mollicutes,Mycoplasmatales,NA,NA,NA
2092,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,NA,NA
2093,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
2124,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma salivarium
2099,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma hyopneumoniae
45361,Mycoplasmatota,NA,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma conjunctivae
2104,Mycoplasmatota,NA,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides pneumoniae
1297,Deinococcota,NA,NA,NA,NA,NA
188787,Deinococcota,Deinococci,NA,NA,NA,NA
118964,Deinococcota,Deinococci,Deinococcales,NA,NA,NA
183710,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,NA
1298,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
1768108,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus actinosclerus
68909,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus geothermalis
1211322,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus metallilatus
502394,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis
432329,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus peraridilitoris
317577,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus ficus
980427,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus wulumuqiensis
310783,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus deserti
68933,Deinococcota,Deinococci,Thermales,NA,NA,NA
188786,Deinococcota,Deinococci,Thermales,Thermaceae,NA,NA
270,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,NA
274,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus
65551,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,NA
172827,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus taiwanensis
1798711,NA,NA,NA,NA,NA,NA
1117,Cyanobacteriota,NA,NA,NA,NA,NA
1161,Cyanobacteriota,Cyanophyceae,Nostocales,NA,NA,NA
1182,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,NA,NA
1203,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,NA
2618749,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,NA
1137095,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,Scytonema sp. HK-05
1162,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,NA,NA
1177,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,NA
2593658,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,NA
103690,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120 = FACHB-418
92942,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc linckia
1890424,Cyanobacteriota,Cyanophyceae,Synechococcales,NA,NA,NA
1890438,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,NA,NA
47251,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,NA
1184,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya boryana
1955042,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,NA,NA,NA
1955043,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,NA,NA
1188227,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,Gloeomargarita,NA
1188228,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,Gloeomargarita,Gloeomargarita lithophora
1301283,Cyanobacteriota,Cyanophyceae,NA,NA,NA,NA
1150,Cyanobacteriota,Cyanophyceae,Oscillatoriales,NA,NA,NA
1892252,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,NA,NA
44471,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,NA
2642155,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,NA
1173027,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Allocoleopsis,Allocoleopsis franciscana
54304,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA
59512,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix rubescens
200795,Chloroflexota,NA,NA,NA,NA,NA
189775,Thermomicrobiota,Thermomicrobia,NA,NA,NA,NA
189776,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,NA,NA,NA
189777,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,NA,NA
499,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,NA
500,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum
1224,Pseudomonadota,NA,NA,NA,NA,NA
28211,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
356,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
82115,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
227290,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
379,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,NA
2613769,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,NA
1571470,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ACO-34A
2815360,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. X9
2613770,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. BG4
2731112,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NLR16a
2364271,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. CCGE531
2048897,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NXC24
2028343,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. 11515TR
2849093,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. WYJ-E13
2020312,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. CIAT894
1981173,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. NXC14
384,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
379684,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Allorhizobium,Allorhizobium pseudoryzae
29449,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium etli
348824,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium favelukesii
451876,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium rhizoryzae
293958,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium lusitanum
1138194,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium lentis
396,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli
398,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium tropici
2081791,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium ruizarguesonis
2583231,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium indicum
1538158,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium acidisoli
1368430,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium rosettiformans
1312183,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium jaguaris
56730,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
357,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,NA
1183400,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,NA
